Qual,Mark_In,Centre,PA_Flag,Awarding,percent_Marked_IPA,percent_Marked_EPA,date,dup,level,marked_prediction,pred_dif_tot,pred_dif_pc,level_code
5111,2,2,2,29/07/2019,100,100,20/05/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,21/05/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,22/05/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,23/05/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,24/05/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,29/05/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,30/05/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,31/05/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,03/06/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,04/06/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,05/06/2019,0,GCSE,0,2,100,1
5111,2,2,2,29/07/2019,100,100,06/06/2019,0,GCSE,0,2,100,1
5112,1,1,1,30/07/2019,100,100,20/05/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,21/05/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,22/05/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,23/05/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,24/05/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,29/05/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,30/05/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,31/05/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,03/06/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,04/06/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,05/06/2019,0,GCSE,0,1,100,1
5112,1,1,1,30/07/2019,100,100,06/06/2019,0,GCSE,0,1,100,1
5120,8,9,9,19/07/2019,88.888885,88.888885,20/05/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,21/05/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,22/05/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,23/05/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,24/05/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,29/05/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,30/05/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,31/05/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,03/06/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,04/06/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,05/06/2019,0,GCSE,0,8,88.888885,1
5120,8,9,9,19/07/2019,88.888885,88.888885,06/06/2019,0,GCSE,0,8,88.888885,1
5125,4,4,4,23/07/2019,100,100,20/05/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,21/05/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,22/05/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,23/05/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,24/05/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,29/05/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,30/05/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,31/05/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,03/06/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,04/06/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,05/06/2019,0,GCSE,0,4,100,1
5125,4,4,4,23/07/2019,100,100,06/06/2019,0,GCSE,0,4,100,1
5490,0,1159,1159,26/07/2019,0,0,20/05/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,21/05/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,22/05/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,23/05/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,24/05/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,29/05/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,30/05/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,31/05/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,03/06/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,04/06/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,05/06/2019,0,GCSE,0,0,0,1
5490,0,1159,1159,26/07/2019,0,0,06/06/2019,0,GCSE,0,0,0,1
5510,1,1,1,15/07/2019,100,100,20/05/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,21/05/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,22/05/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,23/05/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,24/05/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,29/05/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,30/05/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,31/05/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,03/06/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,04/06/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,05/06/2019,0,GCSE,0,1,100,1
5510,1,1,1,15/07/2019,100,100,06/06/2019,0,GCSE,0,1,100,1
5550,0,633,633,04/07/2019,0,0,20/05/2019,0,GCSE,0,0,0,1
5550,0,633,633,04/07/2019,0,0,21/05/2019,0,GCSE,0,0,0,1
5550,0,633,633,04/07/2019,0,0,22/05/2019,0,GCSE,0,0,0,1
5550,0,633,633,04/07/2019,0,0,23/05/2019,0,GCSE,0,0,0,1
5550,0,633,633,04/07/2019,0,0,24/05/2019,0,GCSE,17,-17,-2.6856241,1
5550,0,633,633,04/07/2019,0,0,29/05/2019,0,GCSE,100,-100,-15.797789,1
5550,0,633,633,04/07/2019,0,0,30/05/2019,0,GCSE,117,-117,-18.483412,1
5550,0,633,633,04/07/2019,0,0,31/05/2019,0,GCSE,133,-133,-21.011059,1
5550,94,633,633,04/07/2019,14.849921,14.849921,03/06/2019,0,GCSE,183,-89,-14.060032,1
5550,94,633,633,04/07/2019,14.849921,14.849921,04/06/2019,0,GCSE,200,-106,-16.745655,1
5550,94,633,633,04/07/2019,14.849921,14.849921,05/06/2019,0,GCSE,217,-123,-19.43128,1
5550,191,633,633,04/07/2019,30.173775,30.173775,06/06/2019,0,GCSE,233,-42,-6.6350713,1
5555,0,124,124,04/07/2019,0,0,20/05/2019,0,GCSE,0,0,0,1
5555,0,124,124,04/07/2019,0,0,21/05/2019,0,GCSE,0,0,0,1
5555,0,124,124,04/07/2019,0,0,22/05/2019,0,GCSE,0,0,0,1
5555,0,124,124,04/07/2019,0,0,23/05/2019,0,GCSE,0,0,0,1
5555,0,124,124,04/07/2019,0,0,24/05/2019,0,GCSE,0,0,0,1
5555,0,124,124,04/07/2019,0,0,29/05/2019,0,GCSE,17,-17,-13.709678,1
5555,0,124,124,04/07/2019,0,0,30/05/2019,0,GCSE,20,-20,-16.129032,1
5555,0,124,124,04/07/2019,0,0,31/05/2019,0,GCSE,23,-23,-18.548388,1
5555,120,124,124,04/07/2019,96.774193,96.774193,03/06/2019,0,GCSE,34,86,69.354836,1
5555,120,124,124,04/07/2019,96.774193,96.774193,04/06/2019,0,GCSE,37,83,66.935486,1
5555,120,124,124,04/07/2019,96.774193,96.774193,05/06/2019,0,GCSE,40,80,64.516129,1
5555,124,124,124,04/07/2019,100,100,06/06/2019,0,GCSE,44,80,64.516129,1
5560,0,14478,14478,22/07/2019,0,0,20/05/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,21/05/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,22/05/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,23/05/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,24/05/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,29/05/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,30/05/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,31/05/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,03/06/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,04/06/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,05/06/2019,0,GCSE,0,0,0,1
5560,0,14478,14478,22/07/2019,0,0,06/06/2019,0,GCSE,0,0,0,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,20/05/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,21/05/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,22/05/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,23/05/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,24/05/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,29/05/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,30/05/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,31/05/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,03/06/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,04/06/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,05/06/2019,0,GCSE,0,2,.024099289,1
5600,2,8299,8299,20/07/2019,.024099289,.024099289,06/06/2019,0,GCSE,0,2,.024099289,1
5650,19,106,106,10/07/2019,17.924528,17.924528,20/05/2019,0,GCSE,0,19,17.924528,1
5650,19,106,106,10/07/2019,17.924528,17.924528,21/05/2019,0,GCSE,0,19,17.924528,1
5650,19,106,106,10/07/2019,17.924528,17.924528,22/05/2019,0,GCSE,0,19,17.924528,1
5650,19,106,106,10/07/2019,17.924528,17.924528,23/05/2019,0,GCSE,2,17,16.037735,1
5650,106,106,106,10/07/2019,100,100,24/05/2019,0,GCSE,5,101,95.28302,1
5650,106,106,106,10/07/2019,100,100,29/05/2019,0,GCSE,16,90,84.905663,1
5650,106,106,106,10/07/2019,100,100,30/05/2019,0,GCSE,19,87,82.07547,1
5650,106,106,106,10/07/2019,100,100,31/05/2019,0,GCSE,21,85,80.188683,1
5650,106,106,106,10/07/2019,100,100,03/06/2019,0,GCSE,28,78,73.584908,1
5650,106,106,106,10/07/2019,100,100,04/06/2019,0,GCSE,31,75,70.754715,1
5650,106,106,106,10/07/2019,100,100,05/06/2019,0,GCSE,33,73,68.867928,1
5650,106,106,106,10/07/2019,100,100,06/06/2019,0,GCSE,35,71,66.981133,1
5651,61,61,61,10/07/2019,100,100,20/05/2019,0,GCSE,0,61,100,1
5651,61,61,61,10/07/2019,100,100,21/05/2019,0,GCSE,0,61,100,1
5651,61,61,61,10/07/2019,100,100,22/05/2019,0,GCSE,0,61,100,1
5651,61,61,61,10/07/2019,100,100,23/05/2019,0,GCSE,1,60,98.360657,1
5651,61,61,61,10/07/2019,100,100,24/05/2019,0,GCSE,3,58,95.08197,1
5651,61,61,61,10/07/2019,100,100,29/05/2019,0,GCSE,9,52,85.245903,1
5651,61,61,61,10/07/2019,100,100,30/05/2019,0,GCSE,11,50,81.967216,1
5651,61,61,61,10/07/2019,100,100,31/05/2019,0,GCSE,12,49,80.327866,1
5651,61,61,61,10/07/2019,100,100,03/06/2019,0,GCSE,16,45,73.770493,1
5651,61,61,61,10/07/2019,100,100,04/06/2019,0,GCSE,18,43,70.491806,1
5651,61,61,61,10/07/2019,100,100,05/06/2019,0,GCSE,19,42,68.852463,1
5651,61,61,61,10/07/2019,100,100,06/06/2019,0,GCSE,20,41,67.213112,1
5653,17,62,62,10/07/2019,27.419355,27.419355,20/05/2019,0,GCSE,0,17,27.419355,1
5653,17,62,62,10/07/2019,27.419355,27.419355,21/05/2019,0,GCSE,0,17,27.419355,1
5653,17,62,62,10/07/2019,27.419355,27.419355,22/05/2019,0,GCSE,0,17,27.419355,1
5653,17,62,62,10/07/2019,27.419355,27.419355,23/05/2019,0,GCSE,1,16,25.806452,1
5653,17,62,62,10/07/2019,27.419355,27.419355,24/05/2019,0,GCSE,3,14,22.580645,1
5653,62,62,62,10/07/2019,100,100,29/05/2019,0,GCSE,10,52,83.870964,1
5653,62,62,62,10/07/2019,100,100,30/05/2019,0,GCSE,11,51,82.258064,1
5653,62,62,62,10/07/2019,100,100,31/05/2019,0,GCSE,12,50,80.645164,1
5653,62,62,62,10/07/2019,100,100,03/06/2019,0,GCSE,17,45,72.580643,1
5653,62,62,62,10/07/2019,100,100,04/06/2019,0,GCSE,18,44,70.967743,1
5653,62,62,62,10/07/2019,100,100,05/06/2019,0,GCSE,19,43,69.354836,1
5653,62,62,62,10/07/2019,100,100,06/06/2019,0,GCSE,21,41,66.129036,1
5656,20,88,88,10/07/2019,22.727272,22.727272,20/05/2019,0,GCSE,0,20,22.727272,1
5656,20,88,88,10/07/2019,22.727272,22.727272,21/05/2019,0,GCSE,0,20,22.727272,1
5656,20,88,88,10/07/2019,22.727272,22.727272,22/05/2019,0,GCSE,0,20,22.727272,1
5656,20,88,88,10/07/2019,22.727272,22.727272,23/05/2019,0,GCSE,2,18,20.454546,1
5656,88,88,88,10/07/2019,100,100,24/05/2019,0,GCSE,4,84,95.454544,1
5656,88,88,88,10/07/2019,100,100,29/05/2019,0,GCSE,14,74,84.090912,1
5656,88,88,88,10/07/2019,100,100,30/05/2019,0,GCSE,16,72,81.818184,1
5656,88,88,88,10/07/2019,100,100,31/05/2019,0,GCSE,18,70,79.545456,1
5656,88,88,88,10/07/2019,100,100,03/06/2019,0,GCSE,23,65,73.86364,1
5656,88,88,88,10/07/2019,100,100,04/06/2019,0,GCSE,25,63,71.590912,1
5656,88,88,88,10/07/2019,100,100,05/06/2019,0,GCSE,27,61,69.318184,1
5656,88,88,88,10/07/2019,100,100,06/06/2019,0,GCSE,29,59,67.045456,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,20/05/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,21/05/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,22/05/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,23/05/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,24/05/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,29/05/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,30/05/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,31/05/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,03/06/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,04/06/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,05/06/2019,0,GCSE,0,1,.018453589,1
5660,1,5419,5419,10/07/2019,.018453589,.018453589,06/06/2019,0,GCSE,0,1,.018453589,1
5670,0,5039,5039,24/07/2019,0,0,20/05/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,21/05/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,22/05/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,23/05/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,24/05/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,29/05/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,30/05/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,31/05/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,03/06/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,04/06/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,05/06/2019,0,GCSE,0,0,0,1
5670,0,5039,5039,24/07/2019,0,0,06/06/2019,0,GCSE,0,0,0,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,20/05/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,21/05/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,22/05/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,23/05/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,24/05/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,29/05/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,30/05/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,31/05/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,03/06/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,04/06/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,05/06/2019,0,GCSE,0,1,.0048947628,1
5680,1,20430,20430,25/07/2019,.0048947628,.0048947628,06/06/2019,0,GCSE,0,1,.0048947628,1
5690,0,11184,11184,04/07/2019,0,0,20/05/2019,0,GCSE,0,0,0,1
5690,0,11184,11184,04/07/2019,0,0,21/05/2019,0,GCSE,0,0,0,1
5690,0,11184,11184,04/07/2019,0,0,22/05/2019,0,GCSE,0,0,0,1
5690,0,11184,11184,04/07/2019,0,0,23/05/2019,0,GCSE,0,0,0,1
5690,0,11184,11184,04/07/2019,0,0,24/05/2019,0,GCSE,0,0,0,1
5690,0,11184,11184,04/07/2019,0,0,29/05/2019,0,GCSE,658,-658,-5.8834047,1
5690,0,11184,11184,04/07/2019,0,0,30/05/2019,0,GCSE,987,-987,-8.8251076,1
5690,0,11184,11184,04/07/2019,0,0,31/05/2019,0,GCSE,1316,-1316,-11.766809,1
5690,484,11184,11184,04/07/2019,4.327611,4.327611,03/06/2019,0,GCSE,2303,-1819,-16.264307,1
5690,623,11184,11184,04/07/2019,5.5704579,5.5704579,04/06/2019,0,GCSE,2632,-2009,-17.963161,1
5690,1459,11184,11184,04/07/2019,13.045422,13.045422,05/06/2019,0,GCSE,2960,-1501,-13.420959,1
5690,1654,11184,11184,04/07/2019,14.788984,14.788984,06/06/2019,0,GCSE,3289,-1635,-14.619099,1
5720,1,1,1,30/07/2019,100,100,20/05/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,21/05/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,22/05/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,23/05/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,24/05/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,29/05/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,30/05/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,31/05/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,03/06/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,04/06/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,05/06/2019,0,GCSE,0,1,100,1
5720,1,1,1,30/07/2019,100,100,06/06/2019,0,GCSE,0,1,100,1
5800,2,2,2,26/06/2019,100,100,20/05/2019,0,GCSE,0,2,100,1
5800,2,2,2,26/06/2019,100,100,21/05/2019,0,GCSE,0,2,100,1
5800,2,2,2,26/06/2019,100,100,22/05/2019,0,GCSE,0,2,100,1
5800,2,2,2,26/06/2019,100,100,23/05/2019,0,GCSE,0,2,100,1
5800,2,2,2,26/06/2019,100,100,24/05/2019,0,GCSE,0,2,100,1
5800,2,2,2,26/06/2019,100,100,29/05/2019,0,GCSE,0,2,100,1
5800,2,2,2,26/06/2019,100,100,30/05/2019,0,GCSE,0,2,100,1
5800,2,2,2,26/06/2019,100,100,31/05/2019,0,GCSE,0,2,100,1
5800,2,2,2,26/06/2019,100,100,03/06/2019,0,GCSE,1,1,50,1
5800,2,2,2,26/06/2019,100,100,04/06/2019,0,GCSE,1,1,50,1
5800,2,2,2,26/06/2019,100,100,05/06/2019,0,GCSE,1,1,50,1
5800,2,2,2,26/06/2019,100,100,06/06/2019,0,GCSE,1,1,50,1
