Code,SubjectPaperName,Type,date,max_number,marked_actual,ExamDate,Awarding,start_date,end_date,marked_prediction,pred_dif_tot,pred_dif_pc,level,level_code
1811/01,STATISTICAL PROBLM SOLVIN-INTERNAL COMPONENT1 CONTROLLED,,29/05/2019,33,33,,09/07/2019,21714,21735,0,33,100,VQ,3
1811/01,STATISTICAL PROBLM SOLVIN-INTERNAL COMPONENT1 CONTROLLED,,30/05/2019,33,33,,09/07/2019,21714,21735,0,33,100,VQ,3
1811/01,STATISTICAL PROBLM SOLVIN-INTERNAL COMPONENT1 CONTROLLED,,03/06/2019,33,33,,09/07/2019,21714,21735,0,33,100,VQ,3
1811/01,STATISTICAL PROBLM SOLVIN-INTERNAL COMPONENT1 CONTROLLED,,04/06/2019,33,33,,09/07/2019,21714,21735,0,33,100,VQ,3
1812/01,STATISTICAL PROBLM SOLVIN-EXTERNAL COMPONENT 2 PAPER,,29/05/2019,33,0,23/05/2019,09/07/2019,21701,21735,0,0,0,VQ,3
1812/01,STATISTICAL PROBLM SOLVIN-EXTERNAL COMPONENT 2 PAPER,,30/05/2019,33,0,23/05/2019,09/07/2019,21701,21735,0,0,0,VQ,3
1812/01,STATISTICAL PROBLM SOLVIN-EXTERNAL COMPONENT 2 PAPER,,03/06/2019,33,0,23/05/2019,09/07/2019,21701,21735,2,-2,-6.060606,VQ,3
1812/01,STATISTICAL PROBLM SOLVIN-EXTERNAL COMPONENT 2 PAPER,,04/06/2019,33,0,23/05/2019,09/07/2019,21701,21735,3,-3,-9.090909,VQ,3
1831/51,MEDICAL SCIENCE UNIT 1 UNED 1 PAPUR,,29/05/2019,52,0,20/05/2019,11/07/2019,21698,21737,0,0,0,VQ,3
1831/51,MEDICAL SCIENCE UNIT 1 UNED 1 PAPUR,,30/05/2019,52,13,20/05/2019,11/07/2019,21698,21737,1,12,23.076923,VQ,3
1831/51,MEDICAL SCIENCE UNIT 1 UNED 1 PAPUR,,03/06/2019,52,13,20/05/2019,11/07/2019,21698,21737,7,6,11.538462,VQ,3
1831/51,MEDICAL SCIENCE UNIT 1 UNED 1 PAPUR,,04/06/2019,52,13,20/05/2019,11/07/2019,21698,21737,8,5,9.6153851,VQ,3
1835/51,MEDICAL SCIENCE UNIT 5 UNED5 ALLANOLASEINIAD,,29/05/2019,22,0,15/05/2019,11/07/2019,21693,21737,3,-3,-13.636364,VQ,3
1835/51,MEDICAL SCIENCE UNIT 5 UNED5 ALLANOLASEINIAD,,30/05/2019,22,0,15/05/2019,11/07/2019,21693,21737,3,-3,-13.636364,VQ,3
1835/51,MEDICAL SCIENCE UNIT 5 UNED5 ALLANOLASEINIAD,,03/06/2019,22,0,15/05/2019,11/07/2019,21693,21737,5,-5,-22.727272,VQ,3
1835/51,MEDICAL SCIENCE UNIT 5 UNED5 ALLANOLASEINIAD,,04/06/2019,22,0,15/05/2019,11/07/2019,21693,21737,6,-6,-27.272728,VQ,3
1836/51,MEDICAL SCIENCE UNIT 6 UNED 6 PAPUR,,29/05/2019,22,0,23/05/2019,11/07/2019,21701,21737,0,0,0,VQ,3
1836/51,MEDICAL SCIENCE UNIT 6 UNED 6 PAPUR,,30/05/2019,22,0,23/05/2019,11/07/2019,21701,21737,0,0,0,VQ,3
1836/51,MEDICAL SCIENCE UNIT 6 UNED 6 PAPUR,,03/06/2019,22,0,23/05/2019,11/07/2019,21701,21737,1,-1,-4.5454545,VQ,3
1836/51,MEDICAL SCIENCE UNIT 6 UNED 6 PAPUR,,04/06/2019,22,3,23/05/2019,11/07/2019,21701,21737,2,1,4.5454545,VQ,3
1831/01,MEDICAL SCIENCE UNIT 1 UNIT 1 PAPER,,29/05/2019,724,0,20/05/2019,11/07/2019,21698,21737,0,0,0,VQ,3
1831/01,MEDICAL SCIENCE UNIT 1 UNIT 1 PAPER,,30/05/2019,724,61,20/05/2019,11/07/2019,21698,21737,19,42,5.801105,VQ,3
1831/01,MEDICAL SCIENCE UNIT 1 UNIT 1 PAPER,,03/06/2019,724,287,20/05/2019,11/07/2019,21698,21737,93,194,26.79558,VQ,3
1831/01,MEDICAL SCIENCE UNIT 1 UNIT 1 PAPER,,04/06/2019,724,287,20/05/2019,11/07/2019,21698,21737,111,176,24.309393,VQ,3
1832/01,MEDICAL SCIENCE UNIT 2 UNIT 2 CONTROLLED,,29/05/2019,614,614,,11/07/2019,21716,21737,0,614,100,VQ,3
1832/01,MEDICAL SCIENCE UNIT 2 UNIT 2 CONTROLLED,,30/05/2019,614,614,,11/07/2019,21716,21737,0,614,100,VQ,3
1832/01,MEDICAL SCIENCE UNIT 2 UNIT 2 CONTROLLED,,03/06/2019,614,614,,11/07/2019,21716,21737,0,614,100,VQ,3
1832/01,MEDICAL SCIENCE UNIT 2 UNIT 2 CONTROLLED,,04/06/2019,614,614,,11/07/2019,21716,21737,0,614,100,VQ,3
1833/01,MEDICAL SCIENCE UNIT 3 UNIT 3 CONTROLLED,,29/05/2019,647,647,,11/07/2019,21716,21737,0,647,100,VQ,3
1833/01,MEDICAL SCIENCE UNIT 3 UNIT 3 CONTROLLED,,30/05/2019,647,647,,11/07/2019,21716,21737,0,647,100,VQ,3
1833/01,MEDICAL SCIENCE UNIT 3 UNIT 3 CONTROLLED,,03/06/2019,647,647,,11/07/2019,21716,21737,0,647,100,VQ,3
1833/01,MEDICAL SCIENCE UNIT 3 UNIT 3 CONTROLLED,,04/06/2019,647,647,,11/07/2019,21716,21737,0,647,100,VQ,3
1834/01,MEDICAL SCIENCE UNIT 4 UNIT 4 CONTROLLED,,29/05/2019,377,377,,11/07/2019,21716,21737,0,377,100,VQ,3
1834/01,MEDICAL SCIENCE UNIT 4 UNIT 4 CONTROLLED,,30/05/2019,377,377,,11/07/2019,21716,21737,0,377,100,VQ,3
1834/01,MEDICAL SCIENCE UNIT 4 UNIT 4 CONTROLLED,,03/06/2019,377,377,,11/07/2019,21716,21737,0,377,100,VQ,3
1834/01,MEDICAL SCIENCE UNIT 4 UNIT 4 CONTROLLED,,04/06/2019,377,377,,11/07/2019,21716,21737,0,377,100,VQ,3
1835/01,MEDICAL SCIENCE UNIT 5 UNIT5 EXT. ASSIGNMENT,,29/05/2019,364,0,15/05/2019,11/07/2019,21693,21737,41,-41,-11.263737,VQ,3
1835/01,MEDICAL SCIENCE UNIT 5 UNIT5 EXT. ASSIGNMENT,,30/05/2019,364,0,15/05/2019,11/07/2019,21693,21737,50,-50,-13.736263,VQ,3
1835/01,MEDICAL SCIENCE UNIT 5 UNIT5 EXT. ASSIGNMENT,,03/06/2019,364,0,15/05/2019,11/07/2019,21693,21737,83,-83,-22.802198,VQ,3
1835/01,MEDICAL SCIENCE UNIT 5 UNIT5 EXT. ASSIGNMENT,,04/06/2019,364,0,15/05/2019,11/07/2019,21693,21737,91,-91,-25,VQ,3
1836/01,MEDICAL SCIENCE UNIT 6 UNIT 6 PAPER,,29/05/2019,363,0,23/05/2019,11/07/2019,21701,21737,0,0,0,VQ,3
1836/01,MEDICAL SCIENCE UNIT 6 UNIT 6 PAPER,,30/05/2019,363,0,23/05/2019,11/07/2019,21701,21737,0,0,0,VQ,3
1836/01,MEDICAL SCIENCE UNIT 6 UNIT 6 PAPER,,03/06/2019,363,0,23/05/2019,11/07/2019,21701,21737,20,-20,-5.5096416,VQ,3
1836/01,MEDICAL SCIENCE UNIT 6 UNIT 6 PAPER,,04/06/2019,363,0,23/05/2019,11/07/2019,21701,21737,30,-30,-8.2644625,VQ,3
1802/51,ENVIRONMENTAL SCIENCE UNIT 2 UNED2 ALLANOLASEINIAD,,29/05/2019,7,0,15/05/2019,15/07/2019,21696,21741,0,0,0,VQ,3
1802/51,ENVIRONMENTAL SCIENCE UNIT 2 UNED2 ALLANOLASEINIAD,,30/05/2019,7,0,15/05/2019,15/07/2019,21696,21741,0,0,0,VQ,3
1802/51,ENVIRONMENTAL SCIENCE UNIT 2 UNED2 ALLANOLASEINIAD,,03/06/2019,7,0,15/05/2019,15/07/2019,21696,21741,1,-1,-14.285714,VQ,3
1802/51,ENVIRONMENTAL SCIENCE UNIT 2 UNED2 ALLANOLASEINIAD,,04/06/2019,7,0,15/05/2019,15/07/2019,21696,21741,1,-1,-14.285714,VQ,3
1804/51,ENVIRONMENTAL SCIENCE UNIT 4 UNED 4 PAPUR,,29/05/2019,7,0,11/06/2019,15/07/2019,21720,21741,0,0,0,VQ,3
1804/51,ENVIRONMENTAL SCIENCE UNIT 4 UNED 4 PAPUR,,30/05/2019,7,0,11/06/2019,15/07/2019,21720,21741,0,0,0,VQ,3
1804/51,ENVIRONMENTAL SCIENCE UNIT 4 UNED 4 PAPUR,,03/06/2019,7,0,11/06/2019,15/07/2019,21720,21741,0,0,0,VQ,3
1804/51,ENVIRONMENTAL SCIENCE UNIT 4 UNED 4 PAPUR,,04/06/2019,7,0,11/06/2019,15/07/2019,21720,21741,0,0,0,VQ,3
1801/01,ENVIRONMENTAL SCIENCE UNIT 1 UNIT 1 CONTROLLED,,29/05/2019,71,71,,15/07/2019,21720,21741,0,71,100,VQ,3
1801/01,ENVIRONMENTAL SCIENCE UNIT 1 UNIT 1 CONTROLLED,,30/05/2019,71,71,,15/07/2019,21720,21741,0,71,100,VQ,3
1801/01,ENVIRONMENTAL SCIENCE UNIT 1 UNIT 1 CONTROLLED,,03/06/2019,71,71,,15/07/2019,21720,21741,0,71,100,VQ,3
1801/01,ENVIRONMENTAL SCIENCE UNIT 1 UNIT 1 CONTROLLED,,04/06/2019,71,71,,15/07/2019,21720,21741,0,71,100,VQ,3
1802/01,ENVIRONMENTAL SCIENCE UNIT 2 UNIT2 EXT. ASSIGNMENT,,29/05/2019,76,0,15/05/2019,15/07/2019,21696,21741,3,-3,-3.9473684,VQ,3
1802/01,ENVIRONMENTAL SCIENCE UNIT 2 UNIT2 EXT. ASSIGNMENT,,30/05/2019,76,0,15/05/2019,15/07/2019,21696,21741,5,-5,-6.5789475,VQ,3
1802/01,ENVIRONMENTAL SCIENCE UNIT 2 UNIT2 EXT. ASSIGNMENT,,03/06/2019,76,0,15/05/2019,15/07/2019,21696,21741,12,-12,-15.789474,VQ,3
1802/01,ENVIRONMENTAL SCIENCE UNIT 2 UNIT2 EXT. ASSIGNMENT,,04/06/2019,76,0,15/05/2019,15/07/2019,21696,21741,14,-14,-18.421053,VQ,3
1803/01,ENVIRONMENTAL SCIENCE UNIT 3 UNIT 3 CONTROLLED,,29/05/2019,59,59,,15/07/2019,21720,21741,0,59,100,VQ,3
1803/01,ENVIRONMENTAL SCIENCE UNIT 3 UNIT 3 CONTROLLED,,30/05/2019,59,59,,15/07/2019,21720,21741,0,59,100,VQ,3
1803/01,ENVIRONMENTAL SCIENCE UNIT 3 UNIT 3 CONTROLLED,,03/06/2019,59,59,,15/07/2019,21720,21741,0,59,100,VQ,3
1803/01,ENVIRONMENTAL SCIENCE UNIT 3 UNIT 3 CONTROLLED,,04/06/2019,59,59,,15/07/2019,21720,21741,0,59,100,VQ,3
1804/01,ENVIRONMENTAL SCIENCE UNIT 4 UNIT 4 PAPER,,29/05/2019,49,0,11/06/2019,15/07/2019,21720,21741,0,0,0,VQ,3
1804/01,ENVIRONMENTAL SCIENCE UNIT 4 UNIT 4 PAPER,,30/05/2019,49,0,11/06/2019,15/07/2019,21720,21741,0,0,0,VQ,3
1804/01,ENVIRONMENTAL SCIENCE UNIT 4 UNIT 4 PAPER,,03/06/2019,49,0,11/06/2019,15/07/2019,21720,21741,0,0,0,VQ,3
1804/01,ENVIRONMENTAL SCIENCE UNIT 4 UNIT 4 PAPER,,04/06/2019,49,0,11/06/2019,15/07/2019,21720,21741,0,0,0,VQ,3
1805/01,ENVIRONMENTAL SCIENCE UNIT 5 UNIT5 EXT. ASSIGNMENT,,29/05/2019,1,0,15/05/2019,15/07/2019,21696,21741,0,0,0,VQ,3
1805/01,ENVIRONMENTAL SCIENCE UNIT 5 UNIT5 EXT. ASSIGNMENT,,30/05/2019,1,0,15/05/2019,15/07/2019,21696,21741,0,0,0,VQ,3
1805/01,ENVIRONMENTAL SCIENCE UNIT 5 UNIT5 EXT. ASSIGNMENT,,03/06/2019,1,0,15/05/2019,15/07/2019,21696,21741,0,0,0,VQ,3
1805/01,ENVIRONMENTAL SCIENCE UNIT 5 UNIT5 EXT. ASSIGNMENT,,04/06/2019,1,0,15/05/2019,15/07/2019,21696,21741,0,0,0,VQ,3
1807/01,ENVIRONMENTAL SCIENCE UNIT 7 UNIT 7 CONTROLLED,,29/05/2019,1,1,,15/07/2019,21720,21741,0,1,100,VQ,3
1807/01,ENVIRONMENTAL SCIENCE UNIT 7 UNIT 7 CONTROLLED,,30/05/2019,1,1,,15/07/2019,21720,21741,0,1,100,VQ,3
1807/01,ENVIRONMENTAL SCIENCE UNIT 7 UNIT 7 CONTROLLED,,03/06/2019,1,1,,15/07/2019,21720,21741,0,1,100,VQ,3
1807/01,ENVIRONMENTAL SCIENCE UNIT 7 UNIT 7 CONTROLLED,,04/06/2019,1,1,,15/07/2019,21720,21741,0,1,100,VQ,3
1808/01,ENVIRONMENTAL SCIENCE UNIT 8 UNIT 8 CONTROLLED,,29/05/2019,1,1,,15/07/2019,21720,21741,0,1,100,VQ,3
1808/01,ENVIRONMENTAL SCIENCE UNIT 8 UNIT 8 CONTROLLED,,30/05/2019,1,1,,15/07/2019,21720,21741,0,1,100,VQ,3
1808/01,ENVIRONMENTAL SCIENCE UNIT 8 UNIT 8 CONTROLLED,,03/06/2019,1,1,,15/07/2019,21720,21741,0,1,100,VQ,3
1808/01,ENVIRONMENTAL SCIENCE UNIT 8 UNIT 8 CONTROLLED,,04/06/2019,1,1,,15/07/2019,21720,21741,0,1,100,VQ,3
1809/01,ENVIRONMENTAL SCIENCE UNIT 9 UNIT 9 INVESTIGATION,,29/05/2019,1,0,15/05/2019,15/07/2019,21696,21741,0,0,0,VQ,3
1809/01,ENVIRONMENTAL SCIENCE UNIT 9 UNIT 9 INVESTIGATION,,30/05/2019,1,0,15/05/2019,15/07/2019,21696,21741,0,0,0,VQ,3
1809/01,ENVIRONMENTAL SCIENCE UNIT 9 UNIT 9 INVESTIGATION,,03/06/2019,1,1,15/05/2019,15/07/2019,21696,21741,0,1,100,VQ,3
1809/01,ENVIRONMENTAL SCIENCE UNIT 9 UNIT 9 INVESTIGATION,,04/06/2019,1,1,15/05/2019,15/07/2019,21696,21741,0,1,100,VQ,3
1841/51,BUSINESS UNIT 1 UNED 1 PAPUR,BTL,29/05/2019,57,0,17/05/2019,05/07/2019,21695,21731,5,-5,-8.7719297,VQ,3
1841/51,BUSINESS UNIT 1 UNED 1 PAPUR,BTL,30/05/2019,57,0,17/05/2019,05/07/2019,21695,21731,6,-6,-10.526316,VQ,3
1841/51,BUSINESS UNIT 1 UNED 1 PAPUR,BTL,03/06/2019,57,0,17/05/2019,05/07/2019,21695,21731,13,-13,-22.807018,VQ,3
1841/51,BUSINESS UNIT 1 UNED 1 PAPUR,BTL,04/06/2019,57,0,17/05/2019,05/07/2019,21695,21731,14,-14,-24.561403,VQ,3
1843/51,BUSINESS UNIT 3 UNED 3 PAPUR,BTL,29/05/2019,9,0,23/05/2019,05/07/2019,21701,21731,0,0,0,VQ,3
1843/51,BUSINESS UNIT 3 UNED 3 PAPUR,BTL,30/05/2019,9,0,23/05/2019,05/07/2019,21701,21731,0,0,0,VQ,3
1843/51,BUSINESS UNIT 3 UNED 3 PAPUR,BTL,03/06/2019,9,0,23/05/2019,05/07/2019,21701,21731,1,-1,-11.111111,VQ,3
1843/51,BUSINESS UNIT 3 UNED 3 PAPUR,BTL,04/06/2019,9,0,23/05/2019,05/07/2019,21701,21731,1,-1,-11.111111,VQ,3
1842/01,BUSINESS UNIT 2 UNIT 2 CONTROLLED,,29/05/2019,124,114,,05/07/2019,21710,21731,0,114,91.935486,VQ,3
1842/01,BUSINESS UNIT 2 UNIT 2 CONTROLLED,,30/05/2019,124,122,,05/07/2019,21710,21731,0,122,98.3871,VQ,3
1842/01,BUSINESS UNIT 2 UNIT 2 CONTROLLED,,03/06/2019,124,122,,05/07/2019,21710,21731,0,122,98.3871,VQ,3
1842/01,BUSINESS UNIT 2 UNIT 2 CONTROLLED,,04/06/2019,124,122,,05/07/2019,21710,21731,0,122,98.3871,VQ,3
1845/01,BUSINESS UNIT 5 UNIT 5 CONTROLLED,,29/05/2019,22,20,,05/07/2019,21710,21731,0,20,90.909088,VQ,3
1845/01,BUSINESS UNIT 5 UNIT 5 CONTROLLED,,30/05/2019,22,22,,05/07/2019,21710,21731,0,22,100,VQ,3
1845/01,BUSINESS UNIT 5 UNIT 5 CONTROLLED,,03/06/2019,22,22,,05/07/2019,21710,21731,0,22,100,VQ,3
1845/01,BUSINESS UNIT 5 UNIT 5 CONTROLLED,,04/06/2019,22,22,,05/07/2019,21710,21731,0,22,100,VQ,3
1841/01,BUSINESS UNIT 1 UNIT 1 PAPER,BTL,29/05/2019,88,0,17/05/2019,05/07/2019,21695,21731,7,-7,-7.9545455,VQ,3
1841/01,BUSINESS UNIT 1 UNIT 1 PAPER,BTL,30/05/2019,88,0,17/05/2019,05/07/2019,21695,21731,10,-10,-11.363636,VQ,3
1841/01,BUSINESS UNIT 1 UNIT 1 PAPER,BTL,03/06/2019,88,0,17/05/2019,05/07/2019,21695,21731,20,-20,-22.727272,VQ,3
1841/01,BUSINESS UNIT 1 UNIT 1 PAPER,BTL,04/06/2019,88,0,17/05/2019,05/07/2019,21695,21731,22,-22,-25,VQ,3
1843/01,BUSINESS UNIT 3 UNIT 3 PAPER,BTL,29/05/2019,13,0,23/05/2019,05/07/2019,21701,21731,0,0,0,VQ,3
1843/01,BUSINESS UNIT 3 UNIT 3 PAPER,BTL,30/05/2019,13,0,23/05/2019,05/07/2019,21701,21731,0,0,0,VQ,3
1843/01,BUSINESS UNIT 3 UNIT 3 PAPER,BTL,03/06/2019,13,0,23/05/2019,05/07/2019,21701,21731,1,-1,-7.6923075,VQ,3
1843/01,BUSINESS UNIT 3 UNIT 3 PAPER,BTL,04/06/2019,13,0,23/05/2019,05/07/2019,21701,21731,1,-1,-7.6923075,VQ,3
1817/51,CRIMINOLOGY UNIT 2 UNED 2 PAPUR,BTL,29/05/2019,64,0,20/05/2019,18/07/2019,21699,21744,0,0,0,VQ,3
1817/51,CRIMINOLOGY UNIT 2 UNED 2 PAPUR,BTL,30/05/2019,64,0,20/05/2019,18/07/2019,21699,21744,0,0,0,VQ,3
1817/51,CRIMINOLOGY UNIT 2 UNED 2 PAPUR,BTL,03/06/2019,64,0,20/05/2019,18/07/2019,21699,21744,6,-6,-9.375,VQ,3
1817/51,CRIMINOLOGY UNIT 2 UNED 2 PAPUR,BTL,04/06/2019,64,0,20/05/2019,18/07/2019,21699,21744,7,-7,-10.9375,VQ,3
1819/51,CRIMINOLOGY UNIT 4 UNED 4 PAPUR,BTL,29/05/2019,25,0,23/05/2019,18/07/2019,21701,21744,0,0,0,VQ,3
1819/51,CRIMINOLOGY UNIT 4 UNED 4 PAPUR,BTL,30/05/2019,25,0,23/05/2019,18/07/2019,21701,21744,0,0,0,VQ,3
1819/51,CRIMINOLOGY UNIT 4 UNED 4 PAPUR,BTL,03/06/2019,25,0,23/05/2019,18/07/2019,21701,21744,1,-1,-4,VQ,3
1819/51,CRIMINOLOGY UNIT 4 UNED 4 PAPUR,BTL,04/06/2019,25,0,23/05/2019,18/07/2019,21701,21744,2,-2,-8,VQ,3
1816/01,CRIMINOLOGY UNIT 1 UNIT 1 CONTROLLED,,29/05/2019,9956,9907,,18/07/2019,21723,21744,0,9907,99.507835,VQ,3
1816/01,CRIMINOLOGY UNIT 1 UNIT 1 CONTROLLED,,30/05/2019,9956,9908,,18/07/2019,21723,21744,0,9908,99.517876,VQ,3
1816/01,CRIMINOLOGY UNIT 1 UNIT 1 CONTROLLED,,03/06/2019,9956,9929,,18/07/2019,21723,21744,0,9929,99.728806,VQ,3
1816/01,CRIMINOLOGY UNIT 1 UNIT 1 CONTROLLED,,04/06/2019,9956,9916,,18/07/2019,21723,21744,0,9916,99.598228,VQ,3
1818/01,CRIMINOLOGY UNIT 3 UNIT 3 CONTROLLED,,29/05/2019,3928,3907,,18/07/2019,21723,21744,0,3907,99.465378,VQ,3
1818/01,CRIMINOLOGY UNIT 3 UNIT 3 CONTROLLED,,30/05/2019,3928,3907,,18/07/2019,21723,21744,0,3907,99.465378,VQ,3
1818/01,CRIMINOLOGY UNIT 3 UNIT 3 CONTROLLED,,03/06/2019,3928,3928,,18/07/2019,21723,21744,0,3928,100,VQ,3
1818/01,CRIMINOLOGY UNIT 3 UNIT 3 CONTROLLED,,04/06/2019,3928,3928,,18/07/2019,21723,21744,0,3928,100,VQ,3
1817/01,CRIMINOLOGY UNIT 2 UNIT 2 PAPER,BTL,29/05/2019,10349,0,20/05/2019,18/07/2019,21699,21744,0,0,0,VQ,3
1817/01,CRIMINOLOGY UNIT 2 UNIT 2 PAPER,BTL,30/05/2019,10349,0,20/05/2019,18/07/2019,21699,21744,0,0,0,VQ,3
1817/01,CRIMINOLOGY UNIT 2 UNIT 2 PAPER,BTL,03/06/2019,10349,0,20/05/2019,18/07/2019,21699,21744,920,-920,-8.8897476,VQ,3
1817/01,CRIMINOLOGY UNIT 2 UNIT 2 PAPER,BTL,04/06/2019,10349,0,20/05/2019,18/07/2019,21699,21744,1150,-1150,-11.112185,VQ,3
1819/01,CRIMINOLOGY UNIT 4 UNIT 4 PAPER,BTL,29/05/2019,3947,0,23/05/2019,18/07/2019,21701,21744,0,0,0,VQ,3
1819/01,CRIMINOLOGY UNIT 4 UNIT 4 PAPER,BTL,30/05/2019,3947,0,23/05/2019,18/07/2019,21701,21744,0,0,0,VQ,3
1819/01,CRIMINOLOGY UNIT 4 UNIT 4 PAPER,BTL,03/06/2019,3947,0,23/05/2019,18/07/2019,21701,21744,184,-184,-4.6617684,VQ,3
1819/01,CRIMINOLOGY UNIT 4 UNIT 4 PAPER,BTL,04/06/2019,3947,0,23/05/2019,18/07/2019,21701,21744,275,-275,-6.9673171,VQ,3
1823/51,FOOD SCIENCE & NUTRITION UNIT 2 UNED2 ALLANOLASEINIAD,,29/05/2019,4,0,01/06/2019,17/07/2019,21710,21743,0,0,0,VQ,3
1823/51,FOOD SCIENCE & NUTRITION UNIT 2 UNED2 ALLANOLASEINIAD,,30/05/2019,4,0,01/06/2019,17/07/2019,21710,21743,0,0,0,VQ,3
1823/51,FOOD SCIENCE & NUTRITION UNIT 2 UNED2 ALLANOLASEINIAD,,03/06/2019,4,0,01/06/2019,17/07/2019,21710,21743,0,0,0,VQ,3
1823/51,FOOD SCIENCE & NUTRITION UNIT 2 UNED2 ALLANOLASEINIAD,,04/06/2019,4,0,01/06/2019,17/07/2019,21710,21743,0,0,0,VQ,3
1822/51,FOOD SCI & NUTRI. UNIT 1 EXTERNAL UNED 1 PAPUR,,29/05/2019,16,0,04/06/2019,17/07/2019,21713,21743,0,0,0,VQ,3
1822/51,FOOD SCI & NUTRI. UNIT 1 EXTERNAL UNED 1 PAPUR,,30/05/2019,16,0,04/06/2019,17/07/2019,21713,21743,0,0,0,VQ,3
1822/51,FOOD SCI & NUTRI. UNIT 1 EXTERNAL UNED 1 PAPUR,,03/06/2019,16,0,04/06/2019,17/07/2019,21713,21743,0,0,0,VQ,3
1822/51,FOOD SCI & NUTRI. UNIT 1 EXTERNAL UNED 1 PAPUR,,04/06/2019,16,0,04/06/2019,17/07/2019,21713,21743,0,0,0,VQ,3
1823/01,FOOD SCIENCE & NUTRITION UNIT 2 UNIT2 EXT. ASSIGNMENT,,29/05/2019,645,0,01/06/2019,17/07/2019,21710,21743,0,0,0,VQ,3
1823/01,FOOD SCIENCE & NUTRITION UNIT 2 UNIT2 EXT. ASSIGNMENT,,30/05/2019,645,0,01/06/2019,17/07/2019,21710,21743,0,0,0,VQ,3
1823/01,FOOD SCIENCE & NUTRITION UNIT 2 UNIT2 EXT. ASSIGNMENT,,03/06/2019,645,0,01/06/2019,17/07/2019,21710,21743,0,0,0,VQ,3
1823/01,FOOD SCIENCE & NUTRITION UNIT 2 UNIT2 EXT. ASSIGNMENT,,04/06/2019,645,0,01/06/2019,17/07/2019,21710,21743,0,0,0,VQ,3
1824/01,FOOD SCIENCE & NUTRITION UNIT 3 UNIT 3 CONTROLLED,,29/05/2019,455,455,,17/07/2019,21722,21743,0,455,100,VQ,3
1824/01,FOOD SCIENCE & NUTRITION UNIT 3 UNIT 3 CONTROLLED,,30/05/2019,455,455,,17/07/2019,21722,21743,0,455,100,VQ,3
1824/01,FOOD SCIENCE & NUTRITION UNIT 3 UNIT 3 CONTROLLED,,03/06/2019,455,455,,17/07/2019,21722,21743,0,455,100,VQ,3
1824/01,FOOD SCIENCE & NUTRITION UNIT 3 UNIT 3 CONTROLLED,,04/06/2019,455,455,,17/07/2019,21722,21743,0,455,100,VQ,3
1825/01,FOOD SCIENCE & NUTRITION UNIT 4 UNIT 4 CONTROLLED,,29/05/2019,200,200,,17/07/2019,21722,21743,0,200,100,VQ,3
1825/01,FOOD SCIENCE & NUTRITION UNIT 4 UNIT 4 CONTROLLED,,30/05/2019,200,200,,17/07/2019,21722,21743,0,200,100,VQ,3
1825/01,FOOD SCIENCE & NUTRITION UNIT 4 UNIT 4 CONTROLLED,,03/06/2019,200,200,,17/07/2019,21722,21743,0,200,100,VQ,3
1825/01,FOOD SCIENCE & NUTRITION UNIT 4 UNIT 4 CONTROLLED,,04/06/2019,200,200,,17/07/2019,21722,21743,0,200,100,VQ,3
1821/01,FOOD SCI & NUTRI. UNIT 1 INTERNAL UNIT 1 CONTROLLED,,29/05/2019,903,881,,17/07/2019,21722,21743,0,881,97.563675,VQ,3
1821/01,FOOD SCI & NUTRI. UNIT 1 INTERNAL UNIT 1 CONTROLLED,,30/05/2019,903,900,,17/07/2019,21722,21743,0,900,99.66777,VQ,3
1821/01,FOOD SCI & NUTRI. UNIT 1 INTERNAL UNIT 1 CONTROLLED,,03/06/2019,903,900,,17/07/2019,21722,21743,0,900,99.66777,VQ,3
1821/01,FOOD SCI & NUTRI. UNIT 1 INTERNAL UNIT 1 CONTROLLED,,04/06/2019,903,900,,17/07/2019,21722,21743,0,900,99.66777,VQ,3
1822/01,FOOD SCI & NUTRI. UNIT 1 EXTERNAL UNIT 1 PAPER,,29/05/2019,1105,1,04/06/2019,17/07/2019,21713,21743,0,1,.09049774,VQ,3
1822/01,FOOD SCI & NUTRI. UNIT 1 EXTERNAL UNIT 1 PAPER,,30/05/2019,1105,1,04/06/2019,17/07/2019,21713,21743,0,1,.09049774,VQ,3
1822/01,FOOD SCI & NUTRI. UNIT 1 EXTERNAL UNIT 1 PAPER,,03/06/2019,1105,1,04/06/2019,17/07/2019,21713,21743,0,1,.09049774,VQ,3
1822/01,FOOD SCI & NUTRI. UNIT 1 EXTERNAL UNIT 1 PAPER,,04/06/2019,1105,1,04/06/2019,17/07/2019,21713,21743,0,1,.09049774,VQ,3
1862/01,HEALTH AND SOCIAL CARE UNIT 2 UNIT 2 CONTROLLED,,29/05/2019,239,239,,08/07/2019,21713,21734,0,239,100,VQ,3
1862/01,HEALTH AND SOCIAL CARE UNIT 2 UNIT 2 CONTROLLED,,30/05/2019,239,239,,08/07/2019,21713,21734,0,239,100,VQ,3
1862/01,HEALTH AND SOCIAL CARE UNIT 2 UNIT 2 CONTROLLED,,03/06/2019,239,239,,08/07/2019,21713,21734,0,239,100,VQ,3
1862/01,HEALTH AND SOCIAL CARE UNIT 2 UNIT 2 CONTROLLED,,04/06/2019,239,239,,08/07/2019,21713,21734,0,239,100,VQ,3
1863/01,HEALTH AND SOCIAL CARE UNIT 3 UNIT 3 CONTROLLED,,29/05/2019,85,85,,08/07/2019,21713,21734,0,85,100,VQ,3
